id,Message,truth,cube,google,google_spam,google_not_spam,ibm,ibm_spam,ibm_not_spam
948,bank saving plan pay rs  yrly for  yrs  get rs  lacsrisk cover rs  lacssave tax us clac mediclaim closing on  call,spam,spam,not-spam,0.374666,0.625334,spam,0.867305716,0.132694284
949,secure ur future book ur commercial spaces in rs  lac only gaur city only in  lacs very easy payment plan nr metro const started bank loan ph,spam,spam,spam,0.591683,0.408317,not-spam,0.252621911,0.747378089
950,invest  lacs in best project of gurgaon with brands zaraucbdominospvr flexi plan pay  lacs  get k const started cl c,spam,spam,spam,0.998927,0.001073,spam,0.994606156,0.005393844
951,mahagun housefull offer fully furnished apt no extra cost  plan start   lacs possession soon limited inventory offer ph,spam,spam,spam,0.995492,0.004508,spam,0.993897498,0.006102502
952,assured rentals for your whole life okm from delhi rs  lacs onwds  assured return no maintenance cost oo rent guarantee,spam,spam,not-spam,0.112984,0.887016,not-spam,0.005419698,0.994580302
953,buy bulk sms sim based just  p online panel live delivery que instant delivery capacity  lacs daily active database free trial  sms call,spam,spam,not-spam,0.032979,0.967021,spam,0.932669153,0.067330847
954,wait is over  apne sapno ka ghar book kare at prime location  of sahastra dhara road dehradun at rs  lacs only  call,spam,spam,spam,0.99887,0.00113,spam,0.988753708,0.011246292
955,bk ur apts now  shift in feb  bhk at lacs in dombivalie kalyan shil rd  families living  acres township visit now ph,spam,spam,spam,0.989806,0.010194,not-spam,0.395247561,0.604752439
956,live in lodhacentral thanemumbai smart ac apts only lac kolshet rd book in just  confirm unit allotment discount upto lacs ph,spam,spam,spam,0.67749,0.32251,not-spam,0.102582985,0.897417015
957,shift in your home in feb  lodha palava citydombivali e kalyanshil phata rd ac apts  lacs onwards get discnt lacs free site visit  ph,spam,spam,spam,0.656841,0.343159,spam,0.643299731,0.356700269
958,free hold gated plots in faridabad prime location starting from lacs near bptpomaxefngmetro hurry few units left free asrd gifts call,spam,spam,spam,0.934423,0.065577,spam,0.993124656,0.006875344
959,booking  lacs  plan  greeneryupcoming location urbainia trinity starting price  lacs all inclusive call now,spam,spam,not-spam,0.457904,0.542096,spam,0.9253412,0.0746588
960,homes  rs  lacs best in quality location  deals to offer booking amount  lac urbainia trinity mins away from city centre call,spam,spam,spam,0.810622,0.189378,spam,0.973819531,0.026180469
961,homes  rs o lacs best in quality location  deals to offer booking amt  lac urbainia trinity mins away frm city centre call o,spam,spam,spam,0.833598,0.166402,spam,0.985964885,0.014035115
962,want to live in delhipossible in  lacs onlydelhi housing scheme near airport  dwarka secenrol your application now ltd offersms surya to,spam,spam,spam,0.80908,0.19092,spam,0.584211354,0.415788646
963,dear team its our pride to celebrate the birthday of our dear ones talic is celebrating its th anniversary on th feb and giving life cover to all the advisors who are getting active on this occasion  premium  lacs accidental cover  premium  lacs life cover  hari,spam,spam,not-spam,0.491315,0.508685,spam,0.745580402,0.254419598
964,dear good morning  if you submit  premium tomorrow you will win gift card worth rs  in sip one lac premium will get you gift card worth  tomorrow we as a team is looking for  lacs of business submission your contribution matters a lot please do your best hari,spam,spam,not-spam,0.012971,0.987029,not-spam,0.004807912,0.995192088
965,festival offer apply for mediclaim covering medical expenses upto lacs for just rs onwardcall   for special offer today  familyseniorcardiac diabetes plan also available,spam,spam,spam,0.994176,0.005824,spam,0.995798302,0.004201698
966,hurry food courtshops with  screen pvr in main gurgaon   assured return  lease guarantee  investment starting   lacs call,spam,spam,spam,0.940617,0.059383,not-spam,0.423980321,0.576019679
967,homes best in quality location  deals to offer rs  lacs booking amt  lac urbainia trinity mins away frm city centre call,spam,spam,spam,0.835438,0.164562,spam,0.991131521,0.008868479
968,starting  lacs platinum business spaces with lease gurantee      assured returns till possession chd  delhi nh call,spam,spam,spam,0.991608,0.008392,spam,0.994410987,0.005589013
969,last day offerbook ur plot starting  lacs at garden estatedappar toll plaza derabassi get a  led gift on all bookings on sunday  may,spam,spam,spam,0.770119,0.229881,spam,0.994483263,0.005516737
970,need money apply for a personal loan from   capital first indias leading finance company no income proof loan up to  lacs to apply d,spam,spam,spam,0.969987,0.030013,not-spam,0.273906176,0.726093824
971,mahindras ready to move shops in sec gurgaon starting  lacs nlyapt for chemistgrocery mother dairysalon etcfor details ph,spam,spam,spam,0.686757,0.313243,spam,0.993604477,0.006395523
972,farms at  lacs only o min frm south ex gated   acres club  sports area solar lighting registry n mutation  call o,spam,spam,spam,0.968132,0.031868,not-spam,0.35953735,0.64046265
973,cfarms at  lacs only o min frm south ex gated   acres club  sports area solar lighting registry n mutation  call  o  c,spam,spam,spam,0.960672,0.039328,not-spam,0.259209872,0.740790128
974,dear partner now avail a icici business loan upto rs  lacs for se professionals based on itr  for support call gautam  naidu,spam,spam,spam,0.911807,0.088193,spam,0.974645932,0.025354068
975,book affordable home in chennai indiabulls greens ultra modern apartments rs lacs only near elcot sez off omr const full swing cl,spam,spam,spam,0.986575,0.013425,spam,0.964237575,0.035762425
976,dt earn  per month by investing rs lacs in retail shops bang on mtr road sector  gurgaon next to dlf garden city ct   iy,spam,spam,spam,0.981556,0.018444,spam,0.995974832,0.004025168
977,gaurcitynida ext bhk rs  lacsall inclusive  back to back car park free k families already moved in ltd time ffer for site visits,spam,spam,not-spam,0.004908,0.995092,not-spam,0.051956203,0.948043797
978,huda govtapprovedaffordableshopsrfrom  lac secgurgaon rrk familiesr societiesrbook   lacsr assured returnr loanrrcall,spam,spam,not-spam,0.375071,0.624929,not-spam,0.053151935,0.946848065
979,themed  bed sea view residences in kanakia miami mahim starting rscr last  units at prelaunch prices book now save upto rslacs call,spam,spam,not-spam,0.203546,0.796454,spam,0.994166247,0.005833753
980,opportunity to book a shop at  lacsa theme based malltransit onerefer a friend and win a gold coinwwwecologichabitatscom,spam,spam,spam,0.999894,0.000106,spam,0.995350278,0.004649722
981,hurry   assured return  double height retail shops food court entertainment zone office space  investment starts   lacs call,spam,spam,spam,0.907519,0.092481,spam,0.993958392,0.006041608
982,bank saving plan pay rs yrly for yrsget rs lacsrisk cover rs lacssave tax us cmediclaim lac close on cl,spam,spam,not-spam,0.034897,0.965103,not-spam,0.005825021,0.994174979
983,shift in your home in feb  lodha palava citydombivali e kalyanshil phata rd ac apts lacs onwards get discnt lacs free site visit  ph,spam,spam,spam,0.656841,0.343159,spam,0.643299731,0.356700269
984,lic new jeevan labh save rs month for  years and get rs  lacs after  years lacs coverk monthly pensiondouble tax benefitscall,spam,spam,spam,0.788926,0.211074,spam,0.99390271,0.00609729
985,biggest offer buy gfloor shop   lacs  rentrsm  at gn xway  in  acres smart city   min frm delhi call,spam,spam,spam,0.995668,0.004332,spam,0.995931863,0.004068137
986,navatras specialgovsociety plots  sqyd thru draw  lacs on yamuna expressway book just with rs rest in ye instalments call,spam,spam,spam,0.659215,0.340785,spam,0.99319284,0.00680716
987,final call all about to sold haryana sarkar ki housing policy ghar rs   lacs unmatched location loan available ltd option,spam,spam,not-spam,0.237626,0.762374,not-spam,0.075621379,0.924378621
988,govt approved society booths on golf ext rd gurgaon  lacs only call upi,spam,spam,spam,0.947022,0.052978,not-spam,0.352408924,0.647591076
989,rs lacs claim of pannalal omprakash jewdelhi paid by us fr stocktransitgoldsmith insurance of ur shop amandeep  kataria jewelery insurance,spam,spam,not-spam,0.49058,0.50942,not-spam,0.051324523,0.948675477
990,assured rentals for  years km from delhi  assured return no maintenance cost lifetime rental guarantee  lacs onwds,spam,spam,not-spam,0.494039,0.505961,not-spam,0.007710543,0.992289457
991,lic new plan save rs month for  years and get rs  lacs after  years lacs cover or k monthly pensiondouble tax benefitscall,spam,spam,spam,0.75659,0.24341,spam,0.994011371,0.005988629
992,lics most awaited plan invest  yrly  get  lacs in  yr  lacs in  yr  lacs in  yr also free life cover  tax benefits hurry call,spam,spam,spam,0.990437,0.009563,spam,0.978927267,0.021072733
993,buy bulk sms sim based just p response gurantee online panel live delivery queinstant deliverycapacity  lacs dailydnd option availablecall,spam,spam,not-spam,0.13312,0.86688,not-spam,0.426544441,0.573455559
994,residentiial plotss in gated sociiety  lacs only  immed registry low price for site visits in ncr ph,spam,spam,spam,0.97025,0.02975,spam,0.99493208,0.00506792
995,buy your dream home just  lacsallinclusive with zero booking amount and no emi till possession with ubainia trinity m,spam,spam,spam,0.689894,0.310106,spam,0.890208602,0.109791398
996,haryana sarkar ki housing policy ghar rs  lacs faridabad,spam,spam,spam,0.726919,0.273081,spam,0.817445715,0.182554285
997,get minlac to lacs of discount  only shopping mall in entire localitycrossing republik  shop atm office assured return from rslac  call,spam,spam,spam,0.9352,0.0648,spam,0.9924144,0.0075856
998,earn  per monthrby investing rs lacsrrretail shopsroffice spacerservice apartmentr bhiwadi nhrr families nearbyrrhurry call,spam,spam,spam,0.961721,0.038279,spam,0.99547551,0.00452449
999,launching soon govt approved society booths on golf ext rd gurgaon  lacs only ft double ht on  mtr rd  plan call upi,spam,spam,spam,0.926549,0.073451,not-spam,0.267995742,0.732004258
1000,launching soonrgovt approved society booths on golf ext rd gurgaonr lacs onlyrft double htron  mtr rd  planrcall upi,spam,spam,spam,0.784917,0.215083,spam,0.990750961,0.009249039
1001,you can now own a doorstep salon  spa franchise of myglamm for just rs  lacs call  to own your own business today wwwmyglammcom,spam,spam,spam,0.991118,0.008882,spam,0.994943715,0.005056285
1002,buy bulk sms sim based just  p response gurantee online panel live delivery queinstant deliverycapacity  lacs dailyactive databasecall,spam,spam,not-spam,0.171951,0.828049,spam,0.85056924,0.14943076
1003,pnb metlife india insurance tax saving planpay pafor yrs  get lacs  life covertax free returnsclosing on  for details,spam,spam,spam,0.973883,0.026117,spam,0.974275833,0.025724167
1004,invest ukusaus invt starts  lacs assured return in    reg mar ampm lemeridiandelhi m,spam,spam,spam,0.718341,0.281659,spam,0.947352966,0.052647034
1005,invest in safe govt approved township plots   lacs only clu obtained in holy city khatushyam ji  govardhan ji  call,spam,spam,spam,0.886561,0.113439,spam,0.611661174,0.388338826
1006,satya developers launches the hive best commercial project at sec nha gurgaon pay  pm investment starts frm  lacs   appreciation cl,spam,spam,spam,0.999601,0.000399,spam,0.994615525,0.005384475
1007,homes best in quality location  deals to offer booking amt  lac  urbainia trinity  rs  lacs mins away frm city centre  call,spam,spam,spam,0.835438,0.164562,spam,0.988620614,0.011379386
1008,agytbank saving plan pay rs yrly for yrs get rs lacsrisk cover rs lacssave taxmediclaim lac close on  ph,spam,spam,spam,0.639226,0.360774,spam,0.973584934,0.026415066
1009,assured rentals for your whole life km from delhi rs  lacs onwds  assured return no maintenance cost  rent guarantee,spam,spam,not-spam,0.127289,0.872711,not-spam,0.005445663,0.994554337
1010,ardelhi ncr ki sabse sasti property kharide gaursons k saath  get discount upto  lacs enjoy the deals from  march to th april  call,spam,spam,spam,0.762708,0.237293,spam,0.972864371,0.027135629
1011,your mobile n has won you rs  crore  lacs  laptop in facebook anniversary splash promoto claimsend nameemailaddressnumberto email fbdeskhotmailcom,spam,spam,not-spam,0.114255,0.885745,not-spam,0.22036576,0.77963424
1012,food court shops sec gurgaon dominos burger king subway  more with  assured returnstarts from  lacs cl d,spam,spam,spam,0.831237,0.168763,spam,0.902853717,0.097146283
1013,food court shops sec gurgaon dominos burger king subway  more with  assured returnstarts from  lacs cl c,spam,spam,spam,0.767056,0.232944,spam,0.8926024,0.1073976
1014,invest in safe  govt approved township plots  lacs only clu obtained in holy city khatushyam ji  govardhan ji for info  call,spam,spam,not-spam,0.499121,0.500879,not-spam,0.069424767,0.930575233
1015,invest in safe  govt approved township plots  lacs only clu obtained in holy city khatushyam ji  govardhan ji call,spam,spam,spam,0.886561,0.113439,spam,0.611661174,0.388338826
1016,invest in safe  govt approved township  plots   lacs only  clu obtained in holy city khatushyam ji  govardhan ji  call,spam,spam,spam,0.886561,0.113439,spam,0.611661174,0.388338826
1017,land is better than gold on the spot registry    govt  approved only rs  lacs in holi place khatushyamji and govardhanji call,spam,spam,spam,0.923897,0.076103,not-spam,0.262462375,0.737537625
1018,homes  rs  lacs best in quality location  deals to offer booking amt  lac urbainia trinity mins away frm city centre call,spam,spam,spam,0.835438,0.164562,spam,0.986831864,0.013168136
1019,ready to move plots in a gated community with all modern amenitiessecggnnha near igi airport booklacs only sqyd for details,spam,spam,spam,0.940655,0.059345,spam,0.667160862,0.332839138
1020,namaste your reg mobile has won you rs crore  lacs  hp laptop in facebook splash promo to claim send namemobileageemailhome add to fbdeskhotmailcom,spam,spam,spam,0.722682,0.277318,spam,0.992938042,0.007061958
1021,want to live in delhi  possible in  lacs only  delhi housing scheme near airport  dwarka sec  enrol your application now ltd offer  sms surya to,spam,spam,spam,0.998509,0.001491,spam,0.995363011,0.004636989
1022,donot miss regular income rs mnth with st pvr on dwarka xway invest retail shop   lacs const started lease guarante low maintenance ph,spam,spam,spam,0.984021,0.015979,spam,0.993988092,0.006011908
1023,earn  per month by investing rs lacs in retail shops bang on m road sector  gurgaon next to dlf garden city call,spam,spam,spam,0.998064,0.001936,spam,0.99606859,0.00393141
1024,invest in food court with pvr cinemas earn rs  per month with pizza hut mcdonald with exclusive sitting area starting  lacs ltd units ph,spam,spam,spam,0.99355,0.00645,spam,0.994802802,0.005197198
1025,invest in food court with pizza hut mcdonald pvr cinemas earn rs  per month with exclusive sitting area starting  lacs ltd units ph,spam,spam,spam,0.992755,0.007245,spam,0.994802663,0.005197337
1026,homes best in quality location  deals to offer urbainia trinity mins away frm city centre  rs  lacs call,spam,spam,spam,0.995462,0.004538,spam,0.995068457,0.004931543
1027,js earn  per month by investing rs lacs in retail shops bang on mtr road sector  gurgaon next to dlf garden city ct   qz,spam,spam,spam,0.994751,0.005249,spam,0.996038938,0.003961062
1028,get rs lacs discount book your shop in supertech st ever launch of retail shops in gurgaon at just  lac  get  assured rental call,spam,spam,spam,0.998818,0.001182,spam,0.994178861,0.005821139
1029,assured rentals for  years  assured return no maintenance cost lifetime rental guarantee km from delhi  lacs onwds,spam,spam,not-spam,0.494039,0.505961,not-spam,0.010046018,0.989953982
1030,invest in prateekgrand cityr r   sqftlacs onwardsr  pay just  now  no emi till  monthsr  limited inventory hurry nowr r call for detailed inquiry,spam,spam,spam,0.995642,0.004358,spam,0.977383782,0.022616218
1031,govt approved society boothsron golf ext rd gurgaonr lacs onlyrcall upi,spam,spam,spam,0.677993,0.322007,not-spam,0.34280309,0.65719691
1032,patient visit on feb  wednesday between  pm mina sen flat c sukhawati bhavan pd ashutosh chowdhury ave kol  opposite birla mandir ph,spam,spam,spam,0.836161,0.163839,spam,0.973025294,0.026974706
1033,visit the raymond shop kamlanagar   get flat  off on single article and buy  get  free on apparels  tc apply  call,spam,spam,spam,0.999957,0.000043,spam,0.996097904,0.003902096
1034,manubhai zaveriinvites u to            r celebrate the auspiciousoccasion of            r akshayatritiyar get  off on making of gold            r  flatdiscunt on diamondjewellery,spam,spam,spam,0.891934,0.108066,spam,0.994880645,0.005119355
1035,navrata offersbook kare flat aur payen sone ke ganpatist time in delhidda approved smart city l zone dwarka phaseii appt with club housecall,spam,spam,spam,0.882499,0.117501,spam,0.994992054,0.005007946
1036,igraft hair transplant at  flat off  i want  off httpgooglcwll  tfree    credit card emi available as low as pm,spam,spam,not-spam,0.358193,0.641807,not-spam,0.199261881,0.800738119
1037,festive discount flat  off on winter wear dressesparty wear gowns and frocks for girls yrs use coupon code mypnk shop now  wwwmypinkclosetin,spam,spam,spam,0.998947,0.001053,spam,0.995451235,0.004548765
1038,flat  discount on xmasnew year for hair transplantall laser treatment  rs for hair weaving at clinic skin carenear hotel posh palwal m,spam,spam,spam,0.892283,0.107717,spam,0.973838207,0.026161793
1039,get flat  discount on home delivery  takeaway order at the yellow chilli restaurant gokulpuri contact no,spam,spam,spam,0.820047,0.179953,spam,0.993988973,0.006011027
1040,krishna kanth flat no  sai deepthi towers kamala nagar behind radhika theater ecil kapra travel to kodad,spam,spam,not-spam,0.196579,0.803421,not-spam,0.231344024,0.768655976
1041,bulk sms at  paisa flat hni  nri database calls assurance available quality service guaranteed call,spam,spam,not-spam,0.079645,0.920355,not-spam,0.225183716,0.774816284
1042,last day bumper offer get flat  off on yearly membership and its a membership  get  days extra goldsgym goldsouk so hurry  grab the deal govind rana,spam,spam,spam,1,0,spam,1,0
1043,unlimited internet just month mts g  mbps speed order today  get flat rs off for free home delivery call now,spam,spam,spam,0.991426,0.008574,spam,0.994020421,0.005979579
1044,govind r bhimjiyani ganga osian park flat no a  near rajas society katraj  upper indiranagar behind lake town  key kept at makrand apte flat no   rajubhai bhimjiyani,spam,spam,spam,0.570245,0.429755,not-spam,0.054937746,0.945062254
1045,mega offer upto  off on frames upto  off on lens flat  off on contact lens free eye testing  titan eye belgaum open all days tc apply,spam,spam,spam,0.99993,0.00007,spam,0.996144154,0.003855846
1046,aisa kabhi suna hai  pay only k monthly to the bank woh bhi after possession aur ban jayein flat k malik in bhiwadi sec  limited units call,spam,spam,spam,0.682029,0.317971,spam,0.97524314,0.02475686
1047,provogue republic day special offer flat  off on th jan  hurry at provogue store tc apply fun republic mall,spam,spam,spam,0.999693,0.000307,spam,0.99559582,0.00440418
1048,wow flat worth rs  lac now  lacs only all incl  even  assured return on that in bhiwadi who trehans only contact,spam,spam,spam,0.988825,0.011175,spam,0.950995574,0.049004426
1049,urgent call  get personal loan on just  flat rate call immediate  book your offer tc apply,spam,spam,spam,0.982573,0.017427,spam,0.994876789,0.005123211
1050,gm v r building  beautiful villas in kodaikkanal   villas in  acres  superb view can see upto palani from the  property near to all resorts   v have premium guest house in kodaikkanal for rent in  a fantastic location   v  have premium flats in temple town  mayiladuthurai opp to temple and centre of all navargraha temples   wwwshsadvisorygroupcom kodaikkanalluxuryvillacom,spam,spam,not-spam,0.039012,0.960988,spam,0.897252428,0.102747572
1051,paisacom  option lot or  option lots pay only flat fee of rs per trade open your account now httpgooglbodb,spam,spam,not-spam,0.221576,0.778424,not-spam,0.005233836,0.994766164
1052,urgent call rget personal loan on just  flat ratercall immediate  book your offerrtc apply,spam,spam,spam,0.513386,0.486614,not-spam,0.260879044,0.739120956
1053,plots starts from l flats starts from  l on highway in sector    mohali  sunshine developers,spam,spam,not-spam,0.230405,0.769595,not-spam,0.408684123,0.591315877
1054,govt approved plots l onwards in sec   mohali  flats l on nh  call,spam,spam,spam,0.741287,0.258713,not-spam,0.262387358,0.737612642
1055,flat no  aditya heritage  nelson square behind  s k tower nagpur,spam,spam,not-spam,0.344586,0.655414,not-spam,0.041575923,0.958424077
1056,bhagwandas  colalgate flat disc on branded casual  formal shirt  wrangler jeans flat disc on  branded suiting shirting hurry limited stock,spam,spam,spam,0.90138,0.09862,spam,0.993773688,0.006226312
1057,special  offers  feb flat  off on gantnauticawillspepecolour plus n other brands upto  off onlybhagwandas  coparle pointlalgateghod dod,spam,spam,spam,0.999692,0.000308,spam,0.995685087,0.004314913
1058,bhagwandas  colalgate flat disc on branded casual  formal shirt   wrangler jeans flat  disc on  branded suiting shirting hurry limited  stock,spam,spam,spam,0.90138,0.09862,spam,0.993773688,0.006226312
1059,work from home no any target no payment deductionno work rejection visit usaditi enterprises madhuban sadafuli building a wing st floor flat no  sinhagad road kolhewadi opp cwprs gate near datta mandir pune  offtime  am   pm sunday open,spam,spam,not-spam,0.391371,0.608629,spam,0.581768908,0.418231092
1060,sanjay tiwari  sai prasad arcade   plot no   flat no  jaywant nagar nagpur   mobile,spam,spam,not-spam,0.182034,0.817966,not-spam,0.011414303,0.988585697
1061,urgent call  get personal loan on just  flat rate  appily for credit card get upto rs oo gift limited offer,spam,spam,spam,0.565239,0.434761,not-spam,0.238055589,0.761944411
1062,r b choudhary lig flats pkt  paschim puri new delhi,spam,spam,not-spam,0.350342,0.649658,not-spam,0.068342246,0.931657754
1063,rajat singh sehgal flat no  vasundra sadan new shanti nagar raipur near jeevan memorial hospital  pin   mob,spam,spam,not-spam,0.498884,0.501116,spam,0.934455736,0.065544264
1064,missed dda flat invest new approvd land pool policy smartcity whichis approvd by dda km frm ggn dwarka mint frm airport confrm allotment call,spam,spam,not-spam,0.028276,0.971725,not-spam,0.053283965,0.946716035
1065,saya gold avenue most awaited project in indrapuram next  shipra mall starting rs lacs fully furnished flats with all modern amenities call,spam,spam,spam,0.614745,0.385255,spam,0.847352494,0.152647506
1066,saya gold avenue most awaited project in indrapuram next  shipra mall starting rs lacs  fully furnished flats wid all modern amenities call,spam,spam,spam,0.586662,0.413338,spam,0.848577424,0.151422576
1067,savya flat no shivshanker society near artemis,spam,spam,not-spam,0.481969,0.518031,spam,0.756215272,0.243784728
1068,personal loan on just  flat roi limited offerhurry up for more details contact  tc apply,spam,spam,spam,0.603294,0.396706,not-spam,0.32090212,0.67909788
1069,fully furnished flat in arihant ambar nida ext rs sqft with all amenities pay  now  no emi till posesonloan by sbihdfc connected  sec,spam,spam,spam,0.975509,0.024491,spam,0.969862618,0.030137382
1070,delhi development authority approved flats delhi housing scheme nr airport  dwarka sec enrol ur application now ltd offer,spam,spam,spam,0.99871,0.00129,spam,0.995865673,0.004134327
1071,our new address s k chowdhary flat no  baroda house apartment secplot noa dwarka new delhi,spam,spam,not-spam,0.228765,0.771235,not-spam,0.114503189,0.885496811
1072,do u want to live with seaview upcoming marvelous aptt with fully loaded flat unbelievable price starting  cr pali hill bandra west call  for enquiry,spam,spam,not-spam,0.035975,0.964025,not-spam,0.260442221,0.739557779
1073,no residential flats  buy your dream in flower valley south gurgaon  lake front towers  pay  in  months  on possession   pho,spam,spam,not-spam,0.438627,0.561373,spam,0.973964827,0.026035173
1074,amit r shah  g   rameshwar flats  opp raj garden new vikas gruh road fatehnagar paldi abad   mobile                     resi,spam,spam,not-spam,0.139267,0.860733,not-spam,0.010647949,0.989352051
1075,flat  ivory court  essel towers near mg road metro station gurgaon haryana,spam,spam,spam,0.608059,0.391941,spam,0.719677287,0.280322713
1076,surmalhar apartment flat  b wing   sector   opposite smoking pizza near hdfc bank,spam,spam,not-spam,0.134676,0.865324,spam,0.956456785,0.043543215
1077,vishakha khaparde suman residency flat number  plot number  prashant nagar ajni square wardha road nagpur  maharashtra state mob no,spam,spam,spam,0.777544,0.222456,not-spam,0.07487108,0.92512892
1078,urgent call  get personal loan on just  flat rate  appily for credit card get upto re oo gift limited offer,spam,spam,spam,0.687555,0.312445,not-spam,0.248629384,0.751370616
1079,let your dream come true  buy a cghs flat in indias first smart city declared by government near igi airport aiims rs  lacs onwards call,spam,spam,spam,0.955194,0.044807,spam,0.993056678,0.006943322
1080,ghar apka  kiraya  apka ready to move  flats in vrindavan  all amenities booking amt  only  lac assured return with bank loan cal,spam,spam,not-spam,0.004878,0.995122,not-spam,0.047298677,0.952701323
1081,the much awaited twer launched  the roman bang on fng with modular kitchen  wardrobes fr limited flats sqft th flr onwards,spam,spam,spam,0.926562,0.073438,spam,0.993651414,0.006348586
1082,flat no e anmol towers  sv road opposite patel petrol pump goregaon west  mumbai,spam,spam,not-spam,0.276358,0.723642,not-spam,0.013682618,0.986317382
1083,max city flat no  t ramprastha greens vaishali sec ghaziabad,spam,spam,not-spam,0.292439,0.70756,not-spam,0.143732965,0.856267035
1084,flat  discount  grand moksha spa dis month  vasant viharrspecial  discount for ladies on womens daycall   rtc apply,spam,spam,spam,0.983569,0.016431,spam,0.994183901,0.005816099
1085,hey get gb unlimited internet just rs mts g  mbps speed order today  get flat rs off for free home delivery call now,spam,spam,spam,0.996916,0.003084,spam,0.994655136,0.005344864
1086,hrda approved project buy flatsplots in haridwar paradise next to patanjali yogpeeth loan facility available for booking call,spam,spam,not-spam,0.015626,0.984374,not-spam,0.02088376,0.97911624
1087,this akshya tritiya get flat off  gold coin on purchase of diamond jew gold jew only on to making charge  gitanjali jewels abu palaza mrt,spam,spam,spam,0.998528,0.001472,spam,0.994654434,0.005345566
1088,zarir f meherji a boran road st floor  flat no  lane opposite elco market bandra west mumbai   landmark building opposite hibhana tailors,spam,spam,spam,0.768396,0.231604,spam,0.990673045,0.009326955
1089,generate calls  leads for real estate education nbfc  others bulk sms   paisa flat call,spam,spam,not-spam,0.118594,0.881406,not-spam,0.281225264,0.718774736
1090,shop for flat knit tee shirts tops  and sweaters for men and women at factory prices starting rs plus sizes also available  visit wwwkaltindiacom,spam,spam,spam,0.778082,0.221918,spam,0.995031607,0.004968393
1091,blockbuster offer free couple movie vouchers worth rs on everythin apply gift voucher movie checkout only for today at httpmsggdsdlbgisir,spam,spam,spam,0.997076,0.002924,spam,0.995777292,0.004222708
1092,biggest sunglasses and eyeglasses sale starts now dont miss the chance to grab rayban okaley vincent chase  upto  off httpmsggdsclapfrhysa,spam,spam,spam,0.999995,0.000006,spam,0.996906553,0.003093447
1093,your account was credited with rs cash voucher we are bringing it back on popular demand for today only use lucky above rs  lenscartcomoff,spam,spam,not-spam,0.005858,0.994142,not-spam,0.004331058,0.995668942
1094,no limits get unlimited local mobile calls for  days for just rs make std calls at pmin for  days at rs to get the offer visit airtel retailer,spam,spam,spam,0.999198,0.000802,spam,0.995518719,0.004481281
1095,truly unlimited offers unlimited local airtel mobile calls at rs unlimited local mobile calls at rs validdays no capping at alloffer from retailer,spam,spam,spam,0.719333,0.280667,spam,0.903338877,0.096661123
1096,hi samuel johnson thank you for calling  win a bike khele air paiye mauka  lakh rupee tak heere jeetne ka dial  toll free now,spam,spam,spam,0.997825,0.002175,spam,0.995500832,0.004499168
1097,lenskart make in india initiative get free lenses on purchase of premium frames  extra off and  cashback on everything wwwlenskartcommii,spam,spam,spam,0.999654,0.000346,spam,0.996124591,0.003875409
1098,your account is credited with  off and  cashback buy anything above rs  wwwlenskartcomfeb  use gift voucher leap optout sms lens to,spam,spam,not-spam,0.00154,0.99846,not-spam,0.00388033,0.99611967
1099,aaj k time per investment jaroori hai start income rsmonth main central noida office space retail shopl  families opp metro stn ph o,spam,spam,spam,0.658503,0.341497,spam,0.995230647,0.004769353
1100,swachh bharat prerit jan ghar awas yojna registered agrement  down payment ki suvidha  lac ka ghar noida ext,spam,spam,spam,0.651674,0.348326,spam,0.974610669,0.025389331
1101,r chefsdownload royal chefs food ordering app from google play and avail great discounts on every order now available in vasant kunj httpgooglthn,spam,spam,not-spam,0.26811,0.73189,spam,0.993525918,0.006474082
1102,weight loss inch loss fat reduction maintain ur figure  wo  yoga diet  exercise in  days for more info sms kvt to,spam,spam,not-spam,0.110154,0.889846,not-spam,0.075545468,0.924454532
1103,want to get your home painted get free professionals advice  latesh trendz from dulux decorator center near you offer till thapril sms dulx to,spam,spam,spam,0.999757,0.000243,spam,1,0
1104,fear of speaking in public learn how to give speeches on stage develop self confidence iso certified courses delhincr  branches call,spam,spam,spam,0.747612,0.252388,not-spam,0.250977457,0.749022543
1105,brand new park facing furnished flat in cr park  i suggest ones you come and see  regards  balbir pratap  delhi homes,spam,spam,not-spam,0.177772,0.822228,not-spam,0.282657317,0.717342683
1106,airtelthe g smartphone network welcomes you to bihar  jharkhand now roaming call rates are slashed by  data rate same as in your home network to avail free incoming calls sms roam to,spam,spam,not-spam,0.035199,0.964801,not-spam,0.374260965,0.625739035
1107,watch bajirao mastani  full movie for free only on the wynk movies app and get upto  mb data free click movwynkinrao,spam,spam,spam,0.999719,0.000281,spam,0.996115828,0.003884172
1108,call  ind vs aus icc wc t match commentary aur scores ke liye call  kapoor  sons ki  ka jaise latest gaano ki airtel hello tunes ke liye,spam,spam,spam,0.893378,0.106622,spam,0.975353302,0.024646698
1109,march hdfc bk estmt for cust id xxxxxx sent on sauravkumarpubecom was not delivered please contact branch to update email id or download the stmt using netbanking,not-spam,not-spam,not-spam,0.000023,0.999977,not-spam,0.00390515,0.99609485
1110,you can enable international usage on your debit card and set an international limit of your choice instantly log in to netbankingdebit cards,spam,spam,not-spam,0.000176,0.999824,not-spam,0.003696894,0.996303106
